-1.713057634079209413e+00, 2.238066540888188349e+00, -2.646261271298009810e+00
-1.704478941701974115e+00, 2.204084181727904213e+00, -2.606693025318916668e+00
-1.695900249324738596e+00, 2.170272588191541008e+00, -2.567521450146060591e+00
-1.687321556947503076e+00, 2.136631760279099179e+00, -2.528744547437848489e+00
-1.678742864570267557e+00, 2.103161697990577839e+00, -2.490360318852687715e+00
-1.670164172193032259e+00, 2.069862401325977874e+00, -2.452366766048984292e+00
-1.661585479815796740e+00, 2.036733870285298842e+00, -2.414761890685146017e+00
-1.653006787438561220e+00, 2.003776104868540298e+00, -2.377543694419578912e+00
-1.644428095061325701e+00, 1.970989105075703351e+00, -2.340710178910690331e+00
-1.635849402684090181e+00, 1.938372870906787337e+00, -2.304259345816886739e+00
-1.627270710306854662e+00, 1.905927402361792478e+00, -2.268189196796575935e+00
-1.618692017929619364e+00, 1.873652699440718772e+00, -2.232497733508163051e+00
-1.610113325552383845e+00, 1.841548762143566220e+00, -2.197182957610056775e+00
-1.601534633175148326e+00, 1.809615590470333935e+00, -2.162242870760663127e+00
-1.592955940797912806e+00, 1.777853184421022803e+00, -2.127675474618389462e+00
-1.584377248420677287e+00, 1.746261543995633492e+00, -2.093478770841641357e+00
-1.575798556043441989e+00, 1.714840669194164668e+00, -2.059650761088827498e+00
-1.567219863666206470e+00, 1.683590560016616555e+00, -2.026189447018353462e+00
-1.558641171288970950e+00, 1.652511216462990040e+00, -1.993092830288626160e+00
-1.550062478911735431e+00, 1.621602638533284457e+00, -1.960358912558052946e+00
-1.541483786534499911e+00, 1.590864826227499584e+00, -1.927985695485040507e+00
-1.532905094157264614e+00, 1.560297779545635866e+00, -1.895971180727995975e+00
-1.524326401780029094e+00, 1.529901498487693301e+00, -1.864313369945325816e+00
-1.515747709402793575e+00, 1.499675983053671446e+00, -1.833010264795436717e+00
-1.507169017025558055e+00, 1.469621233243571190e+00, -1.802059866936736254e+00
-1.498590324648322536e+00, 1.439737249057391422e+00, -1.771460178027630672e+00
-1.490011632271087016e+00, 1.410024030495133029e+00, -1.741209199726527324e+00
-1.481432939893851719e+00, 1.380481577556795347e+00, -1.711304933691832675e+00
-1.472854247516616200e+00, 1.351109890242379041e+00, -1.681745381581953414e+00
-1.464275555139380680e+00, 1.321908968551883445e+00, -1.652528545055297116e+00
-1.455696862762145161e+00, 1.292878812485309004e+00, -1.623652425770270247e+00
-1.447118170384909641e+00, 1.264019422042655494e+00, -1.595115025385279717e+00
-1.438539478007674344e+00, 1.235330797223923138e+00, -1.566914345558731991e+00
-1.429960785630438824e+00, 1.206812938029111715e+00, -1.539048387949034646e+00
-1.421382093253203305e+00, 1.178465844458221445e+00, -1.511515154214594370e+00
-1.412803400875967785e+00, 1.150289516511252330e+00, -1.484312646013817405e+00
-1.404224708498732266e+00, 1.122283954188203925e+00, -1.457438865005111328e+00
-1.395646016121496968e+00, 1.094449157489076452e+00, -1.430891812846882605e+00
-1.387067323744261449e+00, 1.066785126413870355e+00, -1.404669491197538367e+00
-1.378488631367025929e+00, 1.039291860962585190e+00, -1.378769901715485080e+00
-1.369909938989790410e+00, 1.011969361135220735e+00, -1.353191046059130320e+00
-1.361331246612554891e+00, 9.848176269317779896e-01, -1.327930925886880109e+00
-1.352752554235319371e+00, 9.578366583522558431e-01, -1.302987542857142023e+00
-1.344173861858084074e+00, 9.310264553966548506e-01, -1.278358898628322526e+00
-1.335595169480848554e+00, 9.043870180649745683e-01, -1.254042994858828530e+00
-1.327016477103613035e+00, 8.779183463572153290e-01, -1.230037833207066944e+00
-1.318437784726377515e+00, 8.516204402733773549e-01, -1.206341415331444678e+00
-1.309859092349141996e+00, 8.254932998134604238e-01, -1.182951742890368640e+00
-1.301280399971906698e+00, 7.995369249774646470e-01, -1.159866817542245521e+00
-1.292701707594671179e+00, 7.737513157653895801e-01, -1.137084640945482450e+00
-1.284123015217435659e+00, 7.481364721772355564e-01, -1.114603214758485894e+00
-1.275544322840200140e+00, 7.226923942130027978e-01, -1.092420540639662985e+00
-1.266965630462964620e+00, 6.974190818726910823e-01, -1.070534620247420632e+00
-1.258386938085729323e+00, 6.723165351563000769e-01, -1.048943455240165523e+00
-1.249808245708493804e+00, 6.473847540638302256e-01, -1.027645047276304791e+00
-1.241229553331258284e+00, 6.226237385952814174e-01, -1.006637398014245122e+00
-1.232650860954022765e+00, 5.980334887506538744e-01, -9.859185091123932043e-01
-1.224072168576787245e+00, 5.736140045299469303e-01, -9.654863822291562814e-01
-1.215493476199551726e+00, 5.493652859331611404e-01, -9.453390190229408185e-01
-1.206914783822316428e+00, 5.252873329602965047e-01, -9.254744211521541697e-01
-1.198336091445080909e+00, 5.013801456113530230e-01, -9.058905902752026895e-01
-1.189757399067845389e+00, 4.776437238863303625e-01, -8.865855280504935099e-01
-1.181178706690609870e+00, 4.540780677852286895e-01, -8.675572361364335405e-01
-1.172600014313374350e+00, 4.306831773080481707e-01, -8.488037161914294693e-01
